place_id,nome_estabelecimento,avaliacao_media_estabelecimento,volume_avaliacoes_estabelecimento,review_index,nota_avaliacao,idioma,data_relativa,texto_avaliacao,mencao_preco,mencao_friccao,grupo_nota_estabelecimento,grupo_nota_individual,grupo_volume_avaliacoes
ChIJa0CP91MzWpMRz6oEQwlR2TA,Tem Mesa - Pizza & Luderia,5.0,66,4,5,pt,7 months ago,"Lugarzinho sensacional, escondido no One Park Mall, quase num cantinho do shopping, mas uma das melhores pizzas que já comi em uma luderia, sendo que todas as opções são incríveis, tendo destaque até mesmo para as pizzas doces, que parecem ter saído de um cardápio de uma grande pizzaria (recomendo muito a Lemon Heaven). O atendimento é outro ponto forte, tanto a Amanda, quanto o Jetro, atendem e se preocupam o tempo todo com o grau de satisfação do público, tanto com os lanches, quanto com os jogos, que por sinal também são outro ponto a destacar. Tudo bem novo, cópias bem protegidas, sleevadas e com um acervo excelente. Sinceramente, as luderias de Águas Claras estão muito bem representadas e eu recomendaria certamente.",False,False,maior,promotor,menor
ChIJa6-7T2uxGgcR4K-1owvXsuI,Multiverso Game Point,4.9,178,4,5,pt,7 years ago,Um ótimo ambiente para quem tem hobbys nerds. Os donos são super simpáticos e o atendimento é nota mil!,False,False,maior,promotor,maior
ChIJb0TXDUndrAcRi0y4ut782Hw,Grão-Mestre Luderia,4.7,569,2,5,pt,a month ago,"Ambiente muito legal, variedade de jogos bem boa, tanto para jogar em dupla quanto pra jogar com grupos de amigos. Os atendentes são muito gentis em explicar os jogos, então você pode experimentar jogos que você nunca jogou antes. Segunda vez que visito o lugar e planejo visitar mais vezes quando estiver em João Pessoa.",False,False,menor,promotor,outlier
ChIJb0TXDUndrAcRi0y4ut782Hw,Grão-Mestre Luderia,4.7,569,3,5,pt,2 months ago,"Fui conhecer o lugar porque queria fazer minha festa de aniversário lá, e acabei jantando por lá. Minha mãe pediu o Peppa Pig e ficou apaixonada pela cebola em conserva deles, e eu pedi o Hanabi que tem um sabor bem diferente de tudo que ja provei(em um ótimo sentido). Fomos recebidas por Helder, que foi muito gentil em nos explicar como funcionaria a reserva da sala, e os atendentes a todo momento verificavam se precisávamos de algo naquela visita breve. Eu adorei o lugar, e desejo que todos tenham boas experiências ao visita-lo, como eu tive! Além disso, tambem espero ansiosamente pelas adaptações para PCD'S no local para tornar a experiência ainda mais tranquila! É um local que vale muito a pena conhecer!",False,False,menor,promotor,outlier
ChIJb0TXDUndrAcRi0y4ut782Hw,Grão-Mestre Luderia,4.7,569,4,1,pt,11 months ago,"A proposta do lugar é legal, só que minha experiência lá não foi muito boa. No dia do meu aniversário chamei alguns amigos para ir comemorar lá, entrei em contato com eles, perguntei se faziam reserva e me mandaram que tinham uma modalidade de reserva para alugar um dos espaços “exclusivos” deles. Eu concordei e pedi pra reservar ,o valor mínimo da reserva é de 500,00 e tinha que pagar logo, mas até aí tudo certo. Quando foi o dia de ir, eu tive um probleminha e falei que ia atrasar um pouco do horário que tínhamos combinado e aí me disseram que não tinha problema algum (até por que eu já tinha reservado e pago né). Pois bem, mas mesmo eu atrasando um pouco alguns amigos meu chegaram no horário certinho e estavam me esperando, só que quando eu cheguei simplesmente estava todo mundo lá em um ambiente comum, junto com outras pessoas, eu então falei com um dos funcionário e eles me disseram “vocês vão ficar aqui mesmo, por que tem gente usando a sala já que vocês não chegaram no horário“ e eu fiquei “oi ???, eu aluguei e já paguei como assim tem alguém na sala ? Pois me bote em outra” aí chamaram o dono( que foi a pessoa que estava conversando comigo no WhatsApp) demorou uns 20 min pra chegar, mostrei pra ele as conversas e disse “cadê minha sala exclusiva” aí ele falou q ia pedir o pessoal que tava lá dentro pra sair quando, só ia esperar eles terminarem a partida, nisso foi mais uns 30 min de espera. Resumindo, me estressei no meu aniversário, a sala era pequena, a comida não é muito boa e não fizeram questão de tentar nos “agradar” mesmo depois desse desgaste todo. O que fez minha noite não ser horrível foi meus amigos que são incríveis.",False,False,menor,detrator,outlier
ChIJbSfwVQDhYY0Rx5aY3a7TZzQ,Board House - Jogos de Tabuleiro,4.6,32,0,5,pt,7 months ago,"Um lugar muito bom pra passar um tempo com os amigos e jogar diversos jogos🩷
A comida é mt boa e os drink tbm, vale resaltar a criatividade nos nomes deleskkk amei!
A vibe do ambiente é como se fosse se reunir na casa de um amg pra jogar, o que eu gostei.
Os atendentes sao atencioso e caso necessário te explicam o jogo que vc escolheu.
Única coisa que eu não gostei muito foi que o jogo nao é pago por mesa más sim por pessoa, exemplo: se o preço do jogo é 10 reais, e sao 6 pessoas pra jogar, dai cada um paga 10.
Entretanto, é somente um detalhe comparado a todo resto ",False,False,menor,promotor,menor
ChIJbSfwVQDhYY0Rx5aY3a7TZzQ,Board House - Jogos de Tabuleiro,4.6,32,1,5,pt,a year ago,"Lugar incrível para ir no final da noite com os amigos, comer algo legal e tomar uma bebida, o espaço é bem amplo, tem espaço coberto e tem não coberto, o atendimento é bom, só que é um pouco demorado.",False,False,menor,promotor,menor
ChIJbSfwVQDhYY0Rx5aY3a7TZzQ,Board House - Jogos de Tabuleiro,4.6,32,2,1,pt,4 months ago,"Reservei uma mesa com antecedência para aniversário, porém, quando chegamos ao local no horário programado NÃO HAVIA NENHUMA mesa e meus convidados já estavam vindo. Não houve aviso prévio, atendimento para resolver foi totalmente ineficaz e ainda por cima não tomaram medida alguma para ressarcir pela situação lamentável. nota dó.",False,False,menor,detrator,menor
ChIJbSfwVQDhYY0Rx5aY3a7TZzQ,Board House - Jogos de Tabuleiro,4.6,32,3,5,pt,8 months ago,"Ótimo lugar para reunir os amigos. Além disso, comida boa.",False,False,menor,promotor,menor
ChIJbSfwVQDhYY0Rx5aY3a7TZzQ,Board House - Jogos de Tabuleiro,4.6,32,4,5,pt,a year ago,"O Ambiente é excelente, fora o atendimento que eles têm com a gente, eles acompanham tudo e explicam como funcionam os jogos direitinho, fora a quantidade de jogo que são muitos, ótimo lugar pra ir com amigos e se divertir, em grupo ou casal.",False,False,menor,promotor,menor
ChIJbY1Qc90zWpMRLdrHxi9QMko,República Ludovico,5.0,79,0,5,pt,a month ago,"Lugar incrível, perfeito para reunir os amigos pra jogar o dia inteiro, cardápio maravilhoso, e um lugar bem confortável, vou voltar muito mais vezes !!",False,False,maior,promotor,menor
ChIJbY1Qc90zWpMRLdrHxi9QMko,República Ludovico,5.0,79,1,5,pt,4 months ago,"Gostei muito, variedade grande de jogos, atendimento impecável, além de ensinar a jogar, pessoal passa o tempo todo tirando dúvidas... E tem espaço kids 😍",False,False,maior,promotor,menor
ChIJbY1Qc90zWpMRLdrHxi9QMko,República Ludovico,5.0,79,2,5,pt,4 months ago,"Bom acervo de jogos, para todos os gostos, excelente atendimento e ainda tem café, salgados e refil de pipoca. Decoração super bacana. Recomendo a visita. Tem jogos mais leves para vender, então dependendo do jogo que conhecer na loja, se você gostar é capaz de já sair de lá com o seu.",True,False,maior,promotor,menor
ChIJbY1Qc90zWpMRLdrHxi9QMko,República Ludovico,5.0,79,3,5,pt,3 months ago,"Foi uma experiência maravilhosa conhecer a República Ludovico! Pra começar, o atendimento foi impecável: todos muito atenciosos e amáveis!
O catálogo de jogos é enorme e a equipe ajuda tanto na hora de escolher os jogos quanto na hora de explicar como se joga.
Fui com mais três amigos e tivemos uma noite extremamente divertida e agradável!
Amei o cardápio de comidinhas e bebidas e estava tudo uma delícia.
Não vejo a hora de voltar!
Recomendadíssimo!",False,False,maior,promotor,menor
ChIJbY1Qc90zWpMRLdrHxi9QMko,República Ludovico,5.0,79,4,5,pt,4 months ago,"Lugar muito aconchegante e bem organizado, ótimo atendimento e, além de tudo, tem uma variedade incrível de jogos. Vale muito a pena visitar e conhecer!",False,False,maior,promotor,menor
ChIJcRvp0r15GZURj1bFNF3n5jw,HEX Board Game Café,5.0,84,1,4,pt,a year ago,"O local é muito bom, com uma ótima variedade de jogos de tabuleiro e um ambiente bem iluminado e limpo. No entanto, como foi a minha primeira vez, tive algumas dificuldades em encontrar o local, pois fica em um prédio com grades na frente, e também houve uma certa demora nos pedidos.",False,False,maior,neutro,menor
ChIJcRvp0r15GZURj1bFNF3n5jw,HEX Board Game Café,5.0,84,2,5,pt,2 years ago,"Fomos a primeira vez na Hex em fevereiro de 2024 para participar do encontro mensal de RPG.
Foi muito divertido, o espaço conta com diversos board games e um cardápio excelente (cafés, milkshakes, pizzas, pão de queijo, salgados, porções de fritas, opções veganas etc)
É possível alugar os jogos e levar para casa ou jogar no espaço.",True,False,maior,promotor,menor
ChIJcRvp0r15GZURj1bFNF3n5jw,HEX Board Game Café,5.0,84,3,5,pt,3 years ago,"Fui com um grupo de amigos para ter uma tarde de jogatina, lá tem várias opções de jogos (tanto carta quanto tabuleiro), o Árthur que é o moço que nos recepcionou, foi muito gentil e atencioso, bem prestativo na hora de nos explicar os jogos. Tomei um café expresso que estava muito gostoso, o ambiente era bem agradável também. Com certeza voltaria lá.",False,False,maior,promotor,menor
ChIJcRvp0r15GZURj1bFNF3n5jw,HEX Board Game Café,5.0,84,4,5,pt,4 years ago,"Nossa, lugar sensacional! Ótimos jogos de tabuleiro (boardgames), muitas opções mesmo, a pizza é muito boa, cerveja gelada, refrigerantes bem servidos, porção de amendoim sendo uma ótima opção para comer enquanto joga e o café também é sensacional! Parabéns! Irei sempre!",False,False,maior,promotor,menor
ChIJd5jnFQAFbJIRyaRaoNBV_hg,Vezzo - Doces e Jogos,5.0,11,1,5,pt,a year ago,"Ambiente agradável, comidas gostosas e jogos divertidos. Ótimo lugar para reunir a família e os amigos.",False,False,maior,promotor,menor
ChIJd5jnFQAFbJIRyaRaoNBV_hg,Vezzo - Doces e Jogos,5.0,11,2,5,pt,a year ago,"Amei tudo que provei, o dindin, o sorvete, o bolo... te. Muitos sabores maravilhosos de dindin gourmet, eu experimento um diferente toda vez. E além da comida boa, tem os jogos. Lá tem uma variedade de jogos de cartas e de tabuleiro, um mais lindo e legal que o outro, e a equipe de lá ensina a jogar e até joga com você. Definitivamente um dos meus lugares preferidos!",False,False,maior,promotor,menor
ChIJd5jnFQAFbJIRyaRaoNBV_hg,Vezzo - Doces e Jogos,5.0,11,3,5,pt,a year ago,"Amei o lugar! Além de muitas opções de gostosuras você tem vários jogos para escolher e ter um momento diferente. Achei incrível! Manaus carece de lugares assim. Super recomento, principalmente para casais que assim como eu estão cansados de sair só pra comer.",False,False,maior,promotor,menor
ChIJd5jnFQAFbJIRyaRaoNBV_hg,Vezzo - Doces e Jogos,5.0,11,4,5,pt,a year ago,"Ambiente bem organizado, todos os doces e bebidas com qualidade muito boa. Área de jogos bem divertido, ótimo pra conviver e jogar com os amigos.",False,False,maior,promotor,menor
ChIJf1eUzsUbbJIROHClUemcirk,Player Food,4.6,67,0,3,pt,7 months ago,"O lugar é agradável mas pequeno, deviam aumentar o espaço e colocar mesas ao lado de fora, pra não ter o desconforto de chegar clientes e dizer a eles que não a lugares disponíveis, ar condicionado, mesas confortável, jogos eletrônico e o jogos de mesa é cobrando uma taxa de 10 reais. O atendimento não gostei muito, pós o cardápio é em QR, quando fui atendida a atendente sentou a cardeira da minha mesa e a moça da recepção tinha perguntado da atendente se ela pediu licença para mim, mas eu não escutei ela pedindo licença, vocês deviam ser mais educados os atendentes pareciam mortos de cansados e sendo sinceros demais sobre os clientes deles falando como se os clientes não tivesse escutando, isso deixar os clientes descartáveis, igual como eu fiquei. Devia também avisar antes que cobram taxa de 10.0% da comissão, tenho certeza que já chegaram gente com o valor do lanche e quando chegar na hora de pagar é cobrado a mais. Sobre o Hambúrguer é gostoso só não acho que é compensado ao preço de 32 reais, devia ser uns 20 reais esses hambúrgueres. Essa foi a minha experiência pela primeira vez.",False,False,menor,detrator,menor
ChIJf1eUzsUbbJIROHClUemcirk,Player Food,4.6,67,1,5,pt,a year ago,"Local muito legal, um dos meus preferidos na cidade e que tento ir pelo menos 1x ao mês com um grupo de amigos, a recepção é boa, conta com várias opções de hambúrgueres e petiscos (recomendo demais os bolinhos de costela que acompanham um molho e são a cara da hamburgueria pra mim!) E uma vasta coleção de jogos de tabuleiro, os boardgames.

Também tem uma variedade de jogos digitais, Xbox e Playstation, além de alguns jogos arcades (mesas com jogos de Nintendo por exemplo). Tem salas que podem ser reservadas para grupos maiores (mais de 4 pessoas) e além de tudo isso os colaboradores ainda recomendam ótimos jogos e dão uma orientação básica (até montam o setup se você precisar) dos jogos.

Recomendo muitíssimo uma visita nesse lugar que deve ser obrigatório caso você goste de jogos de tabuleiro e queira dar um rolê mais tranquilo com seus amigos!",True,False,menor,promotor,menor
ChIJf1eUzsUbbJIROHClUemcirk,Player Food,4.6,67,2,5,pt,a year ago,"Sem sombra de dúvidas um lugar maravilhoso, existem jogos de RPG ( você paga um passaporte entre 10/20 reais), Xbox, e videogame na mesa são gratuitos, boa comida , ambiente agradável, atendimento extraordinário. Único ponto negativo foi a demora, porém , vale a pena a comida e muito saborosa",False,False,menor,promotor,menor
ChIJf1eUzsUbbJIROHClUemcirk,Player Food,4.6,67,3,4,pt,2 months ago,"Os hambúrgueres estavam saborosos e o bolo de carne também estava ótimo. Não estava movimentado no domingo à noite, então nosso pedido não demorou. As atendentes são bem simpáticas. Ponto negativo para o banheiro, que é muito apertado e abafado. Recomendado para quem gosta de jogos eletrônicos e de tabuleiro.",False,False,menor,neutro,menor
ChIJf1eUzsUbbJIROHClUemcirk,Player Food,4.6,67,4,3,pt,6 months ago,"Local super legal para o público que gosta de gamer. Cada mesa tem uma tela que a pessoa aguarda jogando.O atendimento da recepção  é bom.A comida também é boa.Só não gostei muito do ambiente pequeno demais para a quantidade de pessoas que frequentam. A gritaria também das crianças presentes,tanto na hora dos jogos ,como na hora de ir pra casa,porque elas não querem ir e fazem maior escândalo.Isso incomodou um pouco,a poluição sonora.",False,False,menor,detrator,menor
ChIJfyav9YI9uAARjwbBqcRm2_k,Café Geek Cafeteria e Ludoteca,5.0,148,1,5,pt,6 months ago,"Local maravilhoso, acolhedor e amigável. Os donos são super queridos, em especial a Rosângela. Atmosfera maravilhosa para os amantes dos jogos, do iniciante ao mais experiente 💖🥰🌸✨",False,False,maior,promotor,maior
ChIJfyav9YI9uAARjwbBqcRm2_k,Café Geek Cafeteria e Ludoteca,5.0,148,2,5,pt,10 months ago,"Local maravilhoso. Agradável, super atenciosos. Me senti em casa. Cafés deliciosos, mas os milkshakes são de arrasar!  Tem jogos para todos os gostos e idades. Vc facilmente perde a noção do tempo aqui e passa o dia inteiro, sem sentir. Com certeza voltarei muitas vezes",False,False,maior,promotor,maior
ChIJfyav9YI9uAARjwbBqcRm2_k,Café Geek Cafeteria e Ludoteca,5.0,148,3,5,pt,6 months ago,"Eu e meus amigos adoramos esse lugar! Tem muitos jogos para escolher e a comida tem um preço incrível, além de ser muito saborosa.
Talvez por ser um ambiente familiar demora bastante para chegar quando pedimos, então a recomendação é pedir antes de estar com bastante fome rsrss' assim você vai ser distraindo com os jogos e quando vê chegou!
O lugar é muito encantador, foi pensado com muito carinho, vale super a pena cada minuto lá dentro.

O Milkshake e o açaí são sensacionaiiiis!!",False,False,maior,promotor,maior
ChIJfyav9YI9uAARjwbBqcRm2_k,Café Geek Cafeteria e Ludoteca,5.0,148,4,5,pt,5 months ago,"Ambiente agradável, atendimento excelente, e equipe muito simpática. MUITAS opções de jogos para crianças e adultos e todas as idades, e a comida muito gostosa, vale muito a pena conhecer.",False,False,maior,promotor,maior
ChIJk4ZqIH1_mQARrByPymrpe7E,Donna Gastrobar,4.5,99,1,5,pt,5 months ago,"Lugar bonito, acolhedor, atendimento simpático. Garçonete Pamela bem atenciosa. A burrata (69) estava uma delícia, assim como o sanduíche de baby beef (69) e o drink Mojito Donna (38). Tudo o que comemos estava bem preparado e saboroso.
Voltaria novamente e recomendo.
Às quintas tem um evento de Quiz com prêmios, você paga 20 reais por pessoa pra participar. Infelizmente fiquei em último lugar e só ganhei um chaveiro rs.",False,False,menor,promotor,maior
ChIJk4ZqIH1_mQARrByPymrpe7E,Donna Gastrobar,4.5,99,2,5,pt,5 months ago,"Se você quer uma coquetelaria de qualidade, comida de excelência e um atendimento de primeira, o Donna é o lugar certo.

Achadinho incrível em botafogo, com tudo de melhor, recomendo para todos.

Ambiente aconchegante e música boa.

Podem vir sem medo!

Boulevardier ABSURDO de bom.",False,False,menor,promotor,maior
ChIJk4ZqIH1_mQARrByPymrpe7E,Donna Gastrobar,4.5,99,3,2,pt,2 months ago,"Fui assitir o jogo do Brasil na Copa com meu amigo, no dia estava tendo promoção de chopp a cada gol do Brasil. Brasil fez 3x0 e eu nao bebi NADA pq o garçom se recusou a me servir e só enrolava dizendo q já ia trazer, enquanto levava bebidas para a mesa ao lado. Ambiente agradável mas o serviço foi negativo.",False,False,menor,detrator,maior
ChIJk4ZqIH1_mQARrByPymrpe7E,Donna Gastrobar,4.5,99,4,4,pt,2 months ago,"O espaço é bastante agradável apesar de pequeno. Fui no dia do jogo do Brasil então estava bastante lotado, com pessoas fumando na área interna, o que tornou a experiência um tanto desagradável. O chopp veio rápido, gelado, comemos pastéis de carne e queijo, bem gostosos. O atendimento é descontraído e facilitado com comandas individuais. Pelo valor do couvert no dia (R$15), os banheiros poderiam estar mais bem cuidados, com falta de papel higiênico inclusive.",False,False,menor,neutro,maior
ChIJkWsGmd1czpQRGLydxc29vbw,Place Games,4.8,572,2,4,pt,a month ago,"Variedade de jogos (board games) muito boa e sempre atualizados com lançamentos. Só precisariam ter mais pessoas que ensiem os jogos e sempre terem horário até às 00h, principalmente aos fins de semana e vesperas de feriado.",False,False,maior,neutro,outlier
ChIJkWsGmd1czpQRGLydxc29vbw,Place Games,4.8,572,3,3,pt,2 months ago,É um lugar legal. Tem muita variedade de jogos mas realmente faltava uma variedadezinha de drink. Unica coisa que n me deixa com mais vontade de voltar assim diretao. Se eu pudesse tomar um moscow mule ao invez de so cerveja eu ia achar o lugar mais foda do abc pra levar a galera pra jogar boardgame,False,False,maior,detrator,outlier
ChIJkWsGmd1czpQRGLydxc29vbw,Place Games,4.8,572,4,5,pt,7 months ago,"Ambiente gostoso de ficar, música na altura certa. Comida boa. Colaborador Willian educado e muito prestativo. Voltaremos SEMPRE que puder",False,False,maior,promotor,outlier
ChIJnyqy8QHhYY0RIHJp_Ofb4v8,4 Fun Geek Store,4.5,146,2,4,pt,6 months ago,"Ótimo lugar pra curtir com amigos.
Cerveja gelada, jogos de mesa, bilhar, música ambiente é um pouco do que você vai encontrar.
O cardápio conta também com hambúrgueres, drinks, dentre outros. Recomendo experimentar pois são muito bons.
Ainda tem algumas coisas para melhorar, o banheiro masculino não é agradável, quase nunca tem papel, torneira ruim, já teve dia que não tava nem pegando.
Em alguns cantos tem lixo acumulado, poderiam retirar.
Sugestão, poderiam voltar com os fliperamas.
Já melhoraram bastante, recomendo.",False,False,menor,neutro,maior
ChIJnyqy8QHhYY0RIHJp_Ofb4v8,4 Fun Geek Store,4.5,146,3,1,pt,5 months ago,"Pedi um combo Ludo, demorou mais de 1h pra chegar, o hambúrguer veio frio e a batata encharcada de óleo velho, comida cara e de péssima qualidade.",True,False,menor,detrator,maior
ChIJnyqy8QHhYY0RIHJp_Ofb4v8,4 Fun Geek Store,4.5,146,4,5,pt,a year ago,"Um lugar ótimo pra ir com os amigos, conversar ou até mesmo jogar, os jogos são de graça, e é só você escolher e levar para a sua mesa, tem as outras opções de jogos que você tem que comprar fichas, mas são bem em conta, o local abre a partir de quarta feira.",False,False,menor,promotor,maior
ChIJpzB8zc2XpgARoJTUu90J6Pw,Comdado Bar e Jogos,4.4,158,0,5,pt,8 months ago,"Muito bom! Fiquei muito feliz com o cardápio que é bem grande e tem opções vegetarianas pra todas as refeições! O lugar é grande, ótimo, e os jogos são ótimos. Os preços são bons também, não são os mais caros que já vi, mas também não é baratinho.",True,False,menor,promotor,maior
ChIJpzB8zc2XpgARoJTUu90J6Pw,Comdado Bar e Jogos,4.4,158,1,2,pt,2 years ago,"Infelizmente, nossa experiência no Comdado não foi boa! Logo de início, nos surpreendeu o fato de a portaria permanecer trancada, mesmo com a casa em pleno funcionamento. Descobrimos que a razão para isso é que a casa, que é bastante antiga, já sofreu diversas tentativas de invasão. Houve um esforço para modernizá-la, adotando um estilo inspirado em jogos e filmes em alguns cantos da casa. Embora haja quem aprecie, não nos agradou muito a mistura do antigo casarão com peças de decoração aleatórias espalhadas pelas salas. Os bancos e mesas de madeira não nos foram nada confortáveis para se sentar por longos períodos; além disso, estava tocando uma trilha sonora de jogos por horas e horas a fio num volume bem alto.

O atendimento de todos os funcionários é muito simpático, mas claramente se percebe que eles não têm experiência prévia. Isso não é um problema, mas demorou quase trinta minutos para que fôssemos atendidos pela primeira vez e pedíssemos nossas bebidas. Durante a noite toda, nos encontramos em uma constante espera por atendimento ou mesmo pela disponibilidade dos funcionários no salão.

As opções de jogos são bem fartas, a um couvert de R$20 por pessoa. De fato, as explicações dos jogos são muito completas e, novamente, a atenção e carisma dos funcionários se destacam por literalmente jogar com os clientes. Há boas opções de cerveja e drinks em preços normais. No entanto, nada justifica o preço mínimo de R$40 para os hambúrgueres (excluindo a opção infantil), acompanhados de batatas encharcadas de óleo e um blend de carnes de qualidade péssima. Para qualquer pessoa que conhece boas hamburguerias em BH, esses lanches deixam muito a desejar. A indigestão apenas algumas horas depois da refeição foi a cereja do bolo.

Temos certeza que o conceito da casa agrada muitas pessoas, e desejamos muito sucesso e evolução para o dono e os funcionários, mas, infelizmente, nossa experiência não nos faz ter vontade de voltar.",False,False,menor,detrator,maior
ChIJpzB8zc2XpgARoJTUu90J6Pw,Comdado Bar e Jogos,4.4,158,2,5,pt,a year ago,"Um lugar muito bem projetado pra quem gosta de jogos de tabuleiro, RPG, card games e afins. Com detalhes bem pensados pra imersão dos clientes. Não é um bar medieval como outros em BH, é um bar de jogos e entender a diferença evita frustrações. Não vou colocar fotos do cardápio mas esperem uma agradável surpresa.",False,False,menor,promotor,maior
ChIJpzB8zc2XpgARoJTUu90J6Pw,Comdado Bar e Jogos,4.4,158,3,5,pt,3 years ago,"Estive no Comdado hoje (sexta feira) para comemorar o aniversário de um amigo.

Como o estabelecimento fica na av. Amazonas, optei por ir até lá de Uber, porém notei que não teria dificuldade de estacionar na rua Juíz de Fora (que passa no quarteirão de cima) ou na Alvarenga Peixoto (um pouco depois do bar, na rua diagonal). A área é bastante segura por ser próxima da 4ª cia do Exército.

Quando cheguei, o portão estava fechado. Bastou tocar a campainha e a atendente Mel veio nos receber com muito carisma.

Para chegar até a casa, o acesso é feito por uma pequena escada com poucos degraus.

Na entrada tem duas mesas grandes, em área coberta, porém aberta. Logo tem um grande salão com um trono com salas temáticas no entorno (Sala Viking - com um barco muito legal, Biblioteca, Sala Hobbit). Ali no grande salão também tem um banheiro unissex, a cozinha e uma escada que dá acesso ao andar superior.

Os temas das salas que ficam no segundo andar ainda estão em elaboração, porém já tem uma sala muito fofa decorada com Tatames e mesa baixa no centro.

No segundo andar também mais dois banheiros (masculino e feminino) e uma varanda.

A casa apesar de antiga, foi toda reformada e está com um ambiente bastante lúdico.

Comi o sanduíche Aventureiro - destaque para o blend de carne muito saboroso e com ponto excelente.- R$40 (com batata frita) e tomei milkshake de Nutella R$20. Provei o milkshake de café com rum e também gostei - R$25.
Tudo muito bem feito.

Ah! Um cuidado da casa é de servir os pedidos de comida das pessoas da mesa praticamente no mesmo tempo. Evitando interromper os jogos várias vezes.

O acervo da biblioteca é bastante vasto e tem jogos para quase todos os gostos e idades - conferir idade mínima com o estabelecimento.

Na sexta feira é cobrada uma “taxa lúdica” de R$20 e você pode se divertir com seus amigos jogando boardgames adultos (inclusive pode levar os seus jogos para curtir lá com sua turma).

Os jogos vão desde tramas simples de cartas até RPGs e jogos com Sets complexos.
Eles promovem eventos de boardgames com frequência. Se você gosta, certamente vai curtir esse novo espaço aqui em BH.

As comandas de consumo podem ser individuais, ponto super positivo para visitas em grupo.

É possível pagar a conta no crédito, débito e pix.
Apesar de ser um estabelecimento de jogos de tabuleiro, lembro que os jogos são em grande maioria adultos. Crianças são bem vindas, no entanto, não é um local para diversão infantil.

Gostei muito do espaço e certamente retornarei.",False,True,menor,promotor,maior
ChIJpzB8zc2XpgARoJTUu90J6Pw,Comdado Bar e Jogos,4.4,158,4,5,pt,a year ago,"Fui no Comdado e adorei a vibe do lugar! A decoração é bem temática, com essa pegada de viking. A gente se sentiu num filme! O atendimento é super tranquilo e os jogos são uma ótima pedida para quem quer se divertir com os amigos.

A comida também merece destaque. O hambúrguer estava delicioso e o milkshake de rum era incrível. Peguei uma porção de frango empanado que também estava bem gostosa. A experiência como um todo foi muito boa, desde a ambientação até o atendimento. Se você procura um lugar diferente para sair, o Comdado é uma ótima opção.",False,False,menor,promotor,maior
ChIJq92vt8sxpJQR-lNNTdp0RLQ,TABLE GAMES (Burgers),4.9,364,1,5,pt,3 years ago,"Fui com a família, dessa vez só para comer. Hambúrguer muito gostoso e ótimo preço, excelente trabalho do chapeiro! Atendimento muito bom, chegou rapidinho os lanches, e todos juntos (:
E ainda há uma variedade muito boa de jogos de carta/tabuleiro pra jogar com muitas ou poucas pessoas. Valor das bebidas também é justo!",False,False,maior,promotor,outlier
ChIJq92vt8sxpJQR-lNNTdp0RLQ,TABLE GAMES (Burgers),4.9,364,2,5,pt,8 years ago,"Melhor lugar de Araguari! O local possui uma diversidade imensa de jogos de cartas e tabuleiros. O local é super agradável, organizado e os atendentes são educados e bastante solícitos para tirar dúvidas sobre os jogos disponíveis. E, para melhorar mais, o preço por hora é bastante justo e acessível, e ainda é possível se tornar associado do local pagando mensalidade. Local super recomendado para ir com seus amigos e até mesmo sozinho! Companhia para jogar não faltará!",False,False,maior,promotor,outlier
ChIJq92vt8sxpJQR-lNNTdp0RLQ,TABLE GAMES (Burgers),4.9,364,3,5,pt,4 years ago,"A melhor Luderia/Bar de Boardgames da região. Muito bom pra jogar jogos de tabuleiro e RPG com os amigos, além de ter sanduíches artesanais muito gostosos. Recomendo sempre.",False,False,maior,promotor,outlier
ChIJq92vt8sxpJQR-lNNTdp0RLQ,TABLE GAMES (Burgers),4.9,364,4,5,pt,7 years ago,"Esse lugar e ótimo cara,  sério mesmo excelente atendimento com bastante jogos e um clímax bem agradável muito bom mesmo",True,False,maior,promotor,outlier
ChIJqQGLHGfnrAcR7cbxZrSPynE,Taverna Mestre Ogro,5.0,3,0,5,pt,a month ago,"Tudo feito no capricho, pastéis bem recheados, vale a pena conferir. Meu preferido é o da massa de queijo, mas tem massas e recheios de vários sabores, inclusive doces e lá vende líquidos também. Os donos são maravilhosos e jogam jogos de tabuleiro. Super recomendo. Aprovado. :)",False,False,maior,promotor,menor
ChIJqQGLHGfnrAcR7cbxZrSPynE,Taverna Mestre Ogro,5.0,3,1,5,pt,3 weeks ago,"Muito bom a massa muito gostoso, e bem recheado e o melhor a nosso gosto 😋",False,False,maior,promotor,menor
ChIJqUA_IaE5jgcRjnu2CBE7yTM,Xeque Mate: Restaurante e Jogos de Tabuleiro,4.7,825,3,4,pt,a year ago,"O ambiente é super agradável para reuniões com amigos, possui diversos jogos super divertidos! As vezes eles fazem eventos bem legais, quando fui tinha essa exposição de artes e estavam divulgando o dia que fariam umas competições bem legais. Só não me agradou muito o sabor do hambúrguer (faltou um pouquinho de sal e mais molho) e uma vitamina, porque era muito amarga (sabor do cacau).",False,False,menor,neutro,outlier
